ObjectID,GlobalID,CreationDate,,Creator,EditDate,Editor,user_id,Wer bist du,type_id,Was hast du gemacht,Was für Sport,Wann hast du das gemacht,,Unbenannte Frage 9,Notizen,x,y,,,
11,faac7aa5-d096-4b21-82b2-ffd3e50e3544,12.06.2019 14:29,12.06.2019,,06.12.2019 14:29,,4,meike,2,sport,joggen,11.06.2019 00:00,06.11.2019,,,7.53692,47.13384,,,"INSERT INTO activities SET `user_id`=4, `type_id`=2, `date`='2019-11-6', `sum`=1;"
12,54f42353-5028-4e5a-8701-4187dd6c0094,12.06.2019 14:31,12.06.2019,Finklenburg,06.12.2019 14:31,Finklenburg,2,jan,2,sport,crossfit,11.06.2019 00:00,06.11.2019,,,7.47514,46.97448,,,"INSERT INTO activities SET `user_id`=2, `type_id`=2, `date`='2019-11-6', `sum`=1;"
13,f8aaca77-8f8b-4f28-8b8b-51b12583997e,12.06.2019 14:59,12.06.2019,Finklenburg,06.12.2019 14:59,Finklenburg,2,jan,1,bier,,10.06.2019 00:00,06.10.2019,,Test ,7.472213554,46.97047407,,,"INSERT INTO activities SET `user_id`=2, `type_id`=1, `date`='2019-10-6', `sum`=1;"
14,39471f2d-96f1-47d3-8113-98b6483fd83e,12.06.2019 19:57,12.06.2019,,06.12.2019 19:57,,5,bernhard,2,sport,,11.06.2019 00:00,06.11.2019,,Sommertraining  Flames,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=2, `date`='2019-11-6', `sum`=1;"
15,6c5189e1-5cc6-4d3b-8b32-b637d1dd434c,13.06.2019,13.06.2019,,6/13/2019 5:33:37 PM,,1,nora,2,sport,yoga,12.06.2019 00:00,06.12.2019,,,7.63165,47.05534,,,"INSERT INTO activities SET `user_id`=1, `type_id`=2, `date`='2019-12-6', `sum`=1;"
16,fbaddef1-6769-4f94-8592-c1024c9c13cf,13.06.2019,13.06.2019,,6/13/2019 5:34:17 PM,,4,meike,2,sport,yoga,13.06.2019,13.06.2019,,,7.63075,47.05571,,,"INSERT INTO activities SET `user_id`=4, `type_id`=2, `date`='2019-6-13', `sum`=1;"
17,7b044364-cc4d-47ff-8894-0c15c376ce4b,13.06.2019,13.06.2019,,6/13/2019 6:49:10 PM,,3,michele,1,bier,,13.06.2019,13.06.2019,,Bier zum grill,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-6-13', `sum`=1;"
18,ac21918e-7b84-4c15-8bae-1e64ade0fae3,13.06.2019,13.06.2019,,6/13/2019 6:51:03 PM,,3,michele,1,bier,,12.06.2019 00:00,06.12.2019,,Geburtstag wein,7.43106,46.9332,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-12-6', `sum`=1;"
19,8ebd8b5c-13a4-4f71-8e1d-e6d4d0678e9a,13.06.2019,13.06.2019,,6/13/2019 6:52:25 PM,,3,michele,1,bier,,10.06.2019 00:00,06.10.2019,,Ferienabschlussbier,-7.65167,37.12363,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-10-6', `sum`=1;"
20,21218af5-5aa3-4d4d-8dd2-a130096e2315,14.06.2019,14.06.2019,,6/14/2019 4:38:38 AM,,5,bernhard,2,sport,,12.06.2019 00:00,06.12.2019,,Schwimmen,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=2, `date`='2019-12-6', `sum`=1;"
21,59c46204-6c72-40e8-8cf6-ca54dbc1b1b6,14.06.2019,14.06.2019,,6/14/2019 6:58:18 AM,,3,michele,2,sport,ruder_ergometer,13.06.2019,13.06.2019,,5*500m,7.43106,46.9332,,,"INSERT INTO activities SET `user_id`=3, `type_id`=2, `date`='2019-6-13', `sum`=1;"
22,e6a0c84a-21a3-4e51-8f13-47ad1d233921,14.06.2019,14.06.2019,,6/14/2019 5:42:31 PM,,4,meike,2,sport,radfahren,14.06.2019,14.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=4, `type_id`=2, `date`='2019-6-14', `sum`=1;"
23,55bb0ad5-2162-46ae-885f-f8e64e2e5656,16.06.2019,16.06.2019,,6/16/2019 12:43:11 PM,,4,meike,1,bier,,14.06.2019,14.06.2019,,,7.27606,47.04428,,,"INSERT INTO activities SET `user_id`=4, `type_id`=1, `date`='2019-6-14', `sum`=1;"
24,f0c5bfde-2214-4e3a-811f-65380450d422,16.06.2019,16.06.2019,,6/16/2019 12:44:22 PM,,4,meike,2,sport,joggen,16.06.2019,16.06.2019,,,7.44278,46.9466,,,"INSERT INTO activities SET `user_id`=4, `type_id`=2, `date`='2019-6-16', `sum`=1;"
25,5244eb25-7a1f-407e-8923-a3a271a484e0,16.06.2019,16.06.2019,,6/16/2019 12:44:50 PM,,4,meike,1,bier,,16.06.2019,16.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=4, `type_id`=1, `date`='2019-6-16', `sum`=1;"
26,afb1c0ce-754c-4fc7-80b1-0c34eca8aab2,16.06.2019,16.06.2019,,6/16/2019 4:56:20 PM,,1,nora,1,bier,,13.06.2019,13.06.2019,,,7.27622,47.04447,,,"INSERT INTO activities SET `user_id`=1, `type_id`=1, `date`='2019-6-13', `sum`=1;"
27,4ab34d74-2262-40ea-8282-6814a66369cd,16.06.2019,16.06.2019,,6/16/2019 4:57:25 PM,,1,nora,1,bier,,15.06.2019,15.06.2019,,,7.44913,46.94422,,,"INSERT INTO activities SET `user_id`=1, `type_id`=1, `date`='2019-6-15', `sum`=1;"
28,42023e60-06cf-4a29-817d-a74b26067d83,16.06.2019,16.06.2019,,6/16/2019 4:58:13 PM,,1,nora,2,sport,joggen,15.06.2019,15.06.2019,,,7.44421,46.94692,,,"INSERT INTO activities SET `user_id`=1, `type_id`=2, `date`='2019-6-15', `sum`=1;"
29,1f443332-ebe9-4dc4-8475-f50f4d8ff49c,16.06.2019,16.06.2019,,6/16/2019 6:41:13 PM,,3,michele,2,sport,radfahren,16.06.2019,16.06.2019,,38km ebike,7.0473,46.90143,,,"INSERT INTO activities SET `user_id`=3, `type_id`=2, `date`='2019-6-16', `sum`=1;"
30,0a07aaa4-d783-4d54-8c34-38a0e9b4b0d2,16.06.2019,16.06.2019,,6/16/2019 6:42:16 PM,,3,michele,1,bier,,15.06.2019,15.06.2019,,2 bier beim camping,7.0473,46.90283,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-6-15', `sum`=1;"
31,604d27bb-9168-437f-8ca5-29793bba8e96,16.06.2019,16.06.2019,,6/16/2019 6:43:10 PM,,3,michele,1,bier,,14.06.2019,14.06.2019,,Campingparty 😊,7.04833,46.9026,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-6-14', `sum`=1;"
32,1628ca19-0172-4c78-8ef6-8b06f12dc8d4,16.06.2019,16.06.2019,,6/16/2019 6:44:25 PM,,3,michele,2,sport,radfahren,16.06.2019,16.06.2019,,Burgdorf- avenches via bern 63km ebike,7.04833,46.9019,,,"INSERT INTO activities SET `user_id`=3, `type_id`=2, `date`='2019-6-16', `sum`=1;"
33,3ab5b8aa-75b4-4d59-8193-481dd026cfc8,17.06.2019,17.06.2019,,6/17/2019 4:17:10 AM,,1,nora,2,sport,joggen,15.06.2019,15.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=1, `type_id`=2, `date`='2019-6-15', `sum`=1;"
34,b08ba156-c99f-4112-8b20-1c445162b6e2,17.06.2019,17.06.2019,,6/17/2019 4:46:10 AM,,4,meike,2,sport,joggen,17.06.2019,17.06.2019,,,7.44286,46.94672,,,"INSERT INTO activities SET `user_id`=4, `type_id`=2, `date`='2019-6-17', `sum`=1;"
35,bf4af65a-00e2-4cc5-83fd-137d651691af,19.06.2019,19.06.2019,,6/19/2019 5:56:06 AM,,3,michele,1,bier,,18.06.2019,18.06.2019,,Grillparty,7.43106,46.9332,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-6-18', `sum`=1;"
36,c98986fc-2624-43a0-a2ee-7e9c09d80542,20.06.2019,20.06.2019,,6/20/2019 9:27:19 PM,,2,jan,1,bier,,17.06.2019,17.06.2019,,,7.431150482,46.93329542,,,"INSERT INTO activities SET `user_id`=2, `type_id`=1, `date`='2019-6-17', `sum`=1;"
37,5b32d99a-5d8c-4e94-9bdf-3f6cde326926,20.06.2019,20.06.2019,,6/20/2019 9:28:09 PM,,2,jan,2,sport,radfahren,17.06.2019,17.06.2019,,3x B2w,7.432113895,46.9330999,,,"INSERT INTO activities SET `user_id`=2, `type_id`=2, `date`='2019-6-17', `sum`=1;"
38,5b3e434c-034a-4f82-9815-394eb2e81d5b,20.06.2019,20.06.2019,,6/20/2019 9:28:31 PM,,2,jan,2,sport,radfahren,19.06.2019,19.06.2019,,,7.431455745,46.93309392,,,"INSERT INTO activities SET `user_id`=2, `type_id`=2, `date`='2019-6-19', `sum`=1;"
39,4d2ab15e-2e65-41f0-8a30-4832e1257d6a,21.06.2019,21.06.2019,,6/21/2019 1:19:34 PM,,1,nora,2,sport,,17.06.2019,17.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=1, `type_id`=2, `date`='2019-6-17', `sum`=1;"
40,5c010b87-7663-43ab-819c-edb7ee8394d2,21.06.2019,21.06.2019,,6/21/2019 1:20:02 PM,,1,nora,2,sport,crossfit,19.06.2019,19.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=1, `type_id`=2, `date`='2019-6-19', `sum`=1;"
41,6c9972f6-3f22-4f5d-8a8a-6132b8bdc766,24.06.2019,24.06.2019,,6/24/2019 5:38:53 AM,,4,meike,1,bier,,17.06.2019,17.06.2019,,,805086.9306,5877494,,,"INSERT INTO activities SET `user_id`=4, `type_id`=1, `date`='2019-6-17', `sum`=1;"
42,cafa9114-be2a-4f19-8f61-62cab0a0def4,24.06.2019,24.06.2019,,6/24/2019 5:39:48 AM,,4,meike,2,sport,joggen,24.06.2019,24.06.2019,,Korbball,805086.9306,5877494,,,"INSERT INTO activities SET `user_id`=4, `type_id`=2, `date`='2019-6-24', `sum`=1;"
43,5de6981e-87f6-4cd0-8a0e-35fb49fc38ec,24.06.2019,24.06.2019,,6/24/2019 5:40:45 AM,,4,meike,1,bier,,21.06.2019,21.06.2019,,,805086.9306,5877494,,,"INSERT INTO activities SET `user_id`=4, `type_id`=1, `date`='2019-6-21', `sum`=1;"
44,76574b85-0190-46f0-8c32-cebce0730d8d,24.06.2019,24.06.2019,,6/24/2019 5:41:03 AM,,4,meike,1,bier,,23.06.2019,23.06.2019,,,805086.9306,5877494,,,"INSERT INTO activities SET `user_id`=4, `type_id`=1, `date`='2019-6-23', `sum`=1;"
45,8876c43a-24b8-4a1f-861b-8c8f8200e038,26.06.2019,26.06.2019,,6/26/2019 5:11:47 PM,,3,michele,1,bier,,23.06.2019,23.06.2019,,Andi fuchs geburifest,7.53889,47.13177,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-6-23', `sum`=1;"
46,1bcde01a-1220-4495-8619-8eb3281b96c6,26.06.2019,26.06.2019,,6/26/2019 5:14:08 PM,,3,michele,1,bier,,22.06.2019,22.06.2019,,Formel e rennen bei studemahs,7.45882,46.94481,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-6-22', `sum`=1;"
47,f3cc5bf1-6c71-4d07-8146-2c6268ebb66d,26.06.2019,26.06.2019,,6/26/2019 5:17:18 PM,,3,michele,2,sport,yoga,26.06.2019,26.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=3, `type_id`=2, `date`='2019-6-26', `sum`=1;"
48,5b100ebc-a90b-4438-8afe-06bee7b1ab5c,29.06.2019,29.06.2019,,6/29/2019 7:54:28 AM,,5,bernhard,1,bier,,16.06.2019,16.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=1, `date`='2019-6-16', `sum`=1;"
49,baee9b10-93c9-4849-8a06-d70caee585b8,29.06.2019,29.06.2019,,6/29/2019 7:55:09 AM,,5,bernhard,2,sport,,17.06.2019,17.06.2019,,Schwimmen,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=2, `date`='2019-6-17', `sum`=1;"
50,77fae792-bb32-4d36-8b9c-9970fce4be74,29.06.2019,29.06.2019,,6/29/2019 7:55:41 AM,,5,bernhard,2,sport,,18.06.2019,18.06.2019,,Training,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=2, `date`='2019-6-18', `sum`=1;"
51,c4d4943c-5035-46b5-84b8-4ee153a090eb,29.06.2019,29.06.2019,,6/29/2019 7:56:04 AM,,5,bernhard,2,sport,radfahren,22.06.2019,22.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=2, `date`='2019-6-22', `sum`=1;"
52,8013a718-3a87-43b7-8b7f-792beaec73ff,29.06.2019,29.06.2019,,6/29/2019 7:56:19 AM,,5,bernhard,1,bier,,22.06.2019,22.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=1, `date`='2019-6-22', `sum`=1;"
53,38127419-93e5-4045-8ade-fd5ed5c9fa28,29.06.2019,29.06.2019,,6/29/2019 7:56:43 AM,,5,bernhard,2,sport,,24.06.2019,24.06.2019,,Schwimmen,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=2, `date`='2019-6-24', `sum`=1;"
54,939a4c1d-ef12-4816-8701-bcf08864ecde,29.06.2019,29.06.2019,,6/29/2019 7:57:08 AM,,5,bernhard,2,sport,,25.06.2019,25.06.2019,,Training,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=2, `date`='2019-6-25', `sum`=1;"
55,c5866685-9c82-4086-8528-87daccd34d02,29.06.2019,29.06.2019,,6/29/2019 7:57:41 AM,,5,bernhard,2,sport,,27.06.2019,27.06.2019,,Schwimmen,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=2, `date`='2019-6-27', `sum`=1;"
56,127945b2-f734-4227-8ab5-8968bfd11855,29.06.2019,29.06.2019,,6/29/2019 7:57:56 AM,,5,bernhard,1,bier,,27.06.2019,27.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=5, `type_id`=1, `date`='2019-6-27', `sum`=1;"
57,f96af4bc-c556-4616-8ba3-bd03cd640175,29.06.2019,29.06.2019,,6/29/2019 8:02:17 AM,,4,meike,1,bier,,24.06.2019,24.06.2019,,,805086.9306,5877494,,,"INSERT INTO activities SET `user_id`=4, `type_id`=1, `date`='2019-6-24', `sum`=1;"
58,cf3dad3a-309f-4fbb-84a1-4d1e2a4c7910,29.06.2019,29.06.2019,,6/29/2019 8:03:37 AM,,4,meike,2,sport,joggen,19.06.2019,19.06.2019,,Korbball ,805086.9306,5877494,,,"INSERT INTO activities SET `user_id`=4, `type_id`=2, `date`='2019-6-19', `sum`=1;"
59,923b9d01-b881-4696-854d-cde20e57c573,29.06.2019,29.06.2019,,6/29/2019 8:04:50 AM,,4,meike,2,sport,joggen,29.06.2019,29.06.2019,,Korbball,805086.9306,5877494,,,"INSERT INTO activities SET `user_id`=4, `type_id`=2, `date`='2019-6-29', `sum`=1;"
60,b6cb96de-ff66-4e2c-8c62-bc2b4cc605df,01.07.2019 00:00,01.07.2019,,07.01.2019 08:51,,2,jan,2,sport,crossfit,23.06.2019,23.06.2019,,,7.46715,46.96739,,,"INSERT INTO activities SET `user_id`=2, `type_id`=2, `date`='2019-6-23', `sum`=1;"
61,7db33053-4463-4703-8b81-8ca413c74a78,01.07.2019 00:00,01.07.2019,,07.01.2019 08:51,,2,jan,2,sport,radfahren,24.06.2019,24.06.2019,,3x arbeitsweg,7.44046,46.94847,,,"INSERT INTO activities SET `user_id`=2, `type_id`=2, `date`='2019-6-24', `sum`=1;"
62,670a2805-ebba-4002-8d9b-88c20ea8d811,01.07.2019 00:00,01.07.2019,,07.01.2019 08:52,,2,jan,2,sport,radfahren,26.06.2019,26.06.2019,,3x velo,7.44046,46.94847,,,"INSERT INTO activities SET `user_id`=2, `type_id`=2, `date`='2019-6-26', `sum`=1;"
63,b0255c4a-f8c4-44c1-8964-2a23206c9103,01.07.2019 00:00,01.07.2019,,07.01.2019 08:53,,2,jan,1,bier,,26.06.2019,26.06.2019,,,7.43106,46.9332,,,"INSERT INTO activities SET `user_id`=2, `type_id`=1, `date`='2019-6-26', `sum`=1;"
64,d5263aaa-7060-41c3-877a-36c48a16ba7a,01.07.2019 00:00,01.07.2019,,07.01.2019 08:53,,2,jan,1,bier,,28.06.2019,28.06.2019,,,7.43106,46.9332,,,"INSERT INTO activities SET `user_id`=2, `type_id`=1, `date`='2019-6-28', `sum`=1;"
65,9e0dd0d2-3ab3-4d3c-8929-797b43ea60c0,01.07.2019 00:00,01.07.2019,,07.01.2019 08:56,,2,jan,1,bier,,29.06.2019,29.06.2019,,,7.31675,46.85819,,,"INSERT INTO activities SET `user_id`=2, `type_id`=1, `date`='2019-6-29', `sum`=1;"
66,3a59c8a0-6705-4820-8fa8-df852c899ba8,01.07.2019 00:00,01.07.2019,,07.01.2019 11:53,,1,nora,1,bier,,17,17.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=1, `type_id`=1, `date`='1900-1-17', `sum`=1;"
67,7899a968-c978-4875-8e39-387fbeabe7f3,01.07.2019 00:00,01.07.2019,,07.01.2019 11:55,,1,nora,1,bier,,17.06.2019,17.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=1, `type_id`=1, `date`='2019-6-17', `sum`=1;"
68,92314b15-499b-499f-8084-de969b302084,01.07.2019 00:00,01.07.2019,,07.01.2019 11:55,,1,nora,1,bier,,22.06.2019,22.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=1, `type_id`=1, `date`='2019-6-22', `sum`=1;"
69,1e4a2d61-4479-4dea-83cd-de93702fb84f,01.07.2019 00:00,01.07.2019,,07.01.2019 11:57,,1,nora,1,bier,,27.06.2019,27.06.2019,,,7.44844,46.95055,,,"INSERT INTO activities SET `user_id`=1, `type_id`=1, `date`='2019-6-27', `sum`=1;"
70,ee78f890-108f-48d1-8c9e-8e24d72d1c56,01.07.2019 00:00,01.07.2019,,07.01.2019 11:57,,1,nora,1,bier,,28.06.2019,28.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=1, `type_id`=1, `date`='2019-6-28', `sum`=1;"
71,37ec5089-31fb-4f4a-89c0-c07f026b0014,01.07.2019 00:00,01.07.2019,,07.01.2019 11:57,,1,nora,2,sport,,24.06.2019,24.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=1, `type_id`=2, `date`='2019-6-24', `sum`=1;"
72,83a674d9-d7b8-4995-8e54-455436390c3f,01.07.2019 00:00,01.07.2019,,07.01.2019 11:58,,1,nora,2,sport,,26.06.2019,26.06.2019,,,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=1, `type_id`=2, `date`='2019-6-26', `sum`=1;"
73,cf5ec192-fb9e-41fa-8c12-ccab94487183,01.07.2019 00:00,01.07.2019,,07.01.2019 15:26,,4,meike,1,bier,,31.07.2019,31.07.2019,,,805086.9306,5877494,,,"INSERT INTO activities SET `user_id`=4, `type_id`=1, `date`='2019-7-31', `sum`=1;"
74,9ce88266-ca28-44b4-8a5a-771d35833d12,03.07.2019 00:00,03.07.2019,,07.03.2019 18:52,,3,michele,1,bier,,02.07.2019 00:00,02.07.2019,,Christoph Geburtstag ,8.30437,47.0496,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-7-2', `sum`=1;"
75,8fea4b49-6a82-433a-8f18-7bc1c381b486,03.07.2019 00:00,03.07.2019,,07.03.2019 18:54,,3,michele,2,sport,,28.06.2019,28.06.2019,,Wanderung mit birgit ,6.72235,46.93321,,,"INSERT INTO activities SET `user_id`=3, `type_id`=2, `date`='2019-6-28', `sum`=1;"
76,0abfdc92-2761-4737-8afb-45aca0e7f860,03.07.2019 00:00,03.07.2019,,07.03.2019 18:55,,3,michele,2,sport,,29.06.2019,29.06.2019,,Wanderung mit birgit ,6.50104,46.82427,,,"INSERT INTO activities SET `user_id`=3, `type_id`=2, `date`='2019-6-29', `sum`=1;"
77,e1f82717-e58b-473b-8e6e-08093730812a,03.07.2019 00:00,03.07.2019,,07.03.2019 18:56,,3,michele,1,bier,,28.06.2019,28.06.2019,,,6.72235,46.93321,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-6-28', `sum`=1;"
78,a6dbd7cb-bc59-48a0-8735-4e4b98b45ae2,03.07.2019 00:00,03.07.2019,,07.03.2019 18:57,,3,michele,1,bier,,29.06.2019,29.06.2019,,Frank zu besuch,7.43106,46.9332,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-6-29', `sum`=1;"
79,ee4bffcb-b896-4216-8593-04a2c934d847,03.07.2019 00:00,03.07.2019,,07.03.2019 18:58,,3,michele,1,bier,,01.07.2019 00:00,01.07.2019,,Feierabendbier,7.43106,46.9332,,,"INSERT INTO activities SET `user_id`=3, `type_id`=1, `date`='2019-7-1', `sum`=1;"
80,d3905817-87d3-407b-8dd0-d9c9293d72a5,03.07.2019 00:00,03.07.2019,,07.03.2019 19:00,,3,michele,2,sport,radfahren,03.07.2019 00:00,03.07.2019,,Ins büro gefahren mit e-bike,7.23222,46.60289,,,"INSERT INTO activities SET `user_id`=3, `type_id`=2, `date`='2019-7-3', `sum`=1;"
81,f570b0a0-e49d-4176-9806-4656d3974e5c,04.07.2019 00:00,04.07.2019,,07.04.2019 16:11,,2,jan,2,sport,radfahren,02.07.2019 00:00,02.07.2019,,Arbeitsweg,7.430962407,46.93479124,,,"INSERT INTO activities SET `user_id`=2, `type_id`=2, `date`='2019-7-2', `sum`=1;"
82,ca9c22f5-0734-46db-a67f-e321196917d4,04.07.2019 00:00,04.07.2019,,07.04.2019 16:11,,2,jan,1,bier,,01.07.2019 00:00,01.07.2019,,Salome,7.430738107,46.93449093,,,"INSERT INTO activities SET `user_id`=2, `type_id`=1, `date`='2019-7-1', `sum`=1;"
